,P03_210705_17,P03_210705_21,P03_210706_09,P03_210706_13,P03_210706_17,P03_210706_21,P03_210707_09,P03_210707_13,P05_210705_17,P05_210705_21,P05_210706_09,P05_210706_13,P05_210706_17,P05_210706_21,P05_210707_09,P05_210707_13,P07_210705_17,P07_210705_21,P07_210706_09,P07_210706_13,P07_210706_17,P07_210706_21,P07_210707_09,P07_210707_13,P08_210705_17,P08_210705_21,P08_210706_09,P08_210706_13,P08_210706_17,P08_210706_21,P08_210707_09,P08_210707_13,P09_210705_17,P09_210705_21,P09_210706_09,P09_210706_13,P09_210706_17,P09_210706_21,P09_210707_09,P09_210707_13,P11_210705_17,P11_210705_21,P11_210706_09,P11_210706_13,P11_210706_17,P11_210706_21,P11_210707_09,P11_210707_13,P06_day1_09,P06_day1_13,P06_day1_17,P06_day1_21,P06_day2_09,P06_day2_13,P06_day2_17,P06_day2_21,P13_day1_09,P13_day1_13,P13_day1_17,P13_day1_21,P13_day2_09,P13_day2_13,P13_day2_17,P13_day2_21,P14_day1_09,P14_day1_13,P14_day1_17,P14_day1_21,P14_day2_09,P14_day2_13,P14_day2_17,P14_day2_21,P15_day1_09,P15_day1_13,P15_day1_17,P15_day1_21,P15_day2_09,P15_day2_13,P15_day2_17,P15_day2_21,P16_day1_09,P16_day1_13,P16_day1_17,P16_day1_21,P16_day2_09,P16_day2_13,P16_day2_17,P16_day2_21,P17_day1_09,P17_day1_13,P17_day1_17,P17_day1_21,P17_day2_09,P17_day2_13,P17_day2_17,P17_day2_21,P18_day1_09,P18_day1_13,P18_day1_17,P18_day1_21,P18_day2_09,P18_day2_13,P18_day2_17,P18_day2_21,P19_day1_09,P19_day1_13,P19_day1_17,P19_day1_21,P19_day2_09,P19_day2_13,P19_day2_17,P19_day2_21,P20_day1_09,P20_day1_13,P20_day1_17,P20_day1_21,P20_day2_09,P20_day2_13,P20_day2_17,P20_day2_21,P21_day1_09,P21_day1_13,P21_day1_17,P21_day1_21,P21_day2_09,P21_day2_13,P21_day2_17,P21_day2_21,P22_day1_09,P22_day1_13,P22_day1_17,P22_day1_21,P22_day2_09,P22_day2_13,P22_day2_17,P22_day2_21,P23_day1_09,P23_day1_13,P23_day1_17,P23_day1_21,P23_day2_09,P23_day2_13,P23_day2_17,P23_day2_21,P24_day1_09,P24_day1_13,P24_day1_17,P24_day1_21,P24_day2_09,P24_day2_13,P24_day2_17,P24_day2_21,P25_day1_09,P25_day1_13,P25_day1_17,P25_day1_21,P25_day2_09,P25_day2_13,P25_day2_17,P25_day2_21,P26_day1_09,P26_day1_13,P26_day1_17,P26_day1_21,P26_day2_09,P26_day2_13,P26_day2_17,P26_day2_21,P27_day1_09,P27_day1_13,P27_day1_17,P27_day1_21,P27_day2_09,P27_day2_13,P27_day2_17,P27_day2_21
Actinomyces.marmotae,0.001526818,0.000147597,6.01E-05,5.28E-05,2.93E-05,0.000108391,5.37E-05,5.61E-06,0,0,8.79E-06,0,0,0,2.89E-05,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,9.92E-06,0,1.72E-05,2.04E-06,0,0,0,9.08E-05,0,0,0,5.53E-05,0,0,2.65E-05,2.41E-05,0,0,0,0,0.002161113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236729,0.002536769,0.000354235,0,1.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55E-05,2.17E-05,0,0.000312317,0,3.03E-05,0,0,0,0,0,0,0,0,0,0.001316893,7.37E-05,0,0,0.002220162,0,0.000918566,0,0.000103115,0.000113937,0,0,0.000132385,0,0,0,0,0,0,0,0,0,0,0,0.000456837,0,0,3.31E-05,0.001234243,1.07E-05,0,0,0,5.19E-05,0.00056472,0,0,0,0,0,0,0,0,0,0,0.000641874,0.000230903,0,0,0,0,0,0,0,0,0
Peptacetobacter.hiranonis,0,0,9.26E-05,0,0,0,4.72E-05,0,0,0,0,0,0,0,0,0,0,0,6.46E-05,1.93E-05,0,0,2.36E-05,0,0,0,0,0,0,0,0.000584747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002123135,0,0.002129115,0,0,0,0.001852962,0,0,0,0,0,0,0,0,0,0,0,0.000268315,0,0,0,1.50E-05,0,9.88E-05,0,0,0,0.000517221,0,0,0,0,0,0,0,0,0.000369038,0,0,0.004637548,0.000695816,0,0.003995592,0.002674784,0.004489567,0,0.001151663,0,0,0,0,0.000679327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001831926,0,0,0,0.002742859,0,0,0,6.99E-05,0.000112248,0.000106758,0.000340858,0.00020699,8.86E-05,0.000214651,0,0.00205485,0,0.000298342,0.002128575,0,0,0,0,0.000306602,0,0,0,0.001242765,0,0,0,0,5.95E-05,0,0,0,0,0,0,0.001780429,0.000436146,0,0,0.002651967,0.000425103,0,0.002770234,0.003817564,0,0,0,0,0,0,0
Streptococcus.pyogenes,0,0.001196819,0,0,4.69E-05,0,0,7.10E-05,0.001396451,0,0,0,0.000274845,0,0,0,0,0,0.000548943,0,0,0,0.00011872,0,0,0,0,0.001632793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000545777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010466819,0,0,0.004012639,0.004763721,0.004509343,0,0.000379831,0,0.001114546,0.005165111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003710541,0.000223663,0.000912851,0,0.00574773,0.000251454,0.003424759,0.000672244,0.000439773,0.000525298,0.000569227,0.002172922,0.001142326,0.000552939,0.000844713,0.000631399,0.016316324,0.010382385,0.004830135,0.024423664,0.021414365,0.004850157,0.019953596,0.024711731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001520394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycoplasma.orale,0,0,9.15E-05,1.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000855007,0.00069488,0,0,0.000452878,0.000349597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033964,0,0,0,1.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001776501,0.000701337,0,0.001535878,0.001640121,0.001726248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000935067,0.000213083,0,0,0.001056143,0.000112219,0,0,0.002883431,0.000147923,0.000917599,0,0.004368283,0.00025333,0.002431933,0.001133062,0,0,0,0,0.000200278,8.21E-05,0,0,0.013929638,0.003579755,0.002288249,0.005711695,0.007544933,0.0009513,0.004990808,0.005564307,0,0,0,0,0,0,2.91E-05,0,0,0,0,0,0,0,0,0,0.000704282,0.000326499,0,0,0,0.000528738,0.000322871,0,0.002524956,0,0,0,0,0,0,0
Slackia.heliotrinireducens,0,0.000189584,7.55E-05,0,4.57E-05,0,3.82E-05,1.12E-05,0,0,0,0,0,0,0,0,0,0,0.000159852,1.44E-05,0,0,3.15E-05,6.49E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95E-05,0,0,0,3.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230602,0,0,0,0,0,0,0,1.17E-05,0,0,0,0,0,0,6.58E-05,0,0,0,0,0,0,0,0,0,0,0,0.000756562,0,0.001331347,0.001532436,0.003750696,0.000262372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003226158,0.00013809,0,0,0,8.40E-05,0.002701618,0,0.000129136,0,0.000123855,0.000383412,0.000384308,0.000169714,0.000273356,0,0.006914186,0.004434137,0.004370255,0.020481521,0.01709677,0.002588959,0.013132665,0.010369855,0.000542169,0,0,0,0.002209635,0,0,0,0,3.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium.sp..oral.taxon.203,0,0.000959939,9.50E-05,0,0,0,8.26E-05,3.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000411914,0,0,0,0,0,0,0.00253792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351543,0,6.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000375597,0,0.000294417,0.000344807,0.001187883,0,0.000865604,0,7.01E-05,0,0,0.000425028,0,0,0,0.000142236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224918,0,0,0,0.000343135,0.001961773,0.003052213,0.00047816,0.001550412,0.001023364,0.002643035,0.00217056,0.00209731,0.003245089,0.001236027,0.043748882,0.023309904,0.013049438,0.029846264,0.051409682,0.008206552,0.038543001,0.054936038,0,0,0,0,0.001063806,0,0,0,0,0.000249489,0,0,0,0,0,0.000262138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capnocytophaga.sp..oral.taxon.902,0,0.000328872,0.000538233,0,2.67E-05,0.000328235,0,0,0,0,0,0,0,0,0,0,0,0,9.38E-05,2.16E-05,0.000573905,0.000118914,2.68E-05,9.90E-06,0.000114365,0,0,0,0,0,0.000688718,0,0,0,0,0,0,0,0,0.000711093,0,0,0,0,0.002543351,0,0,0,0.012604151,0,0,0,0.003219732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97E-05,0.000243495,1.32E-05,0.000695477,0,3.52E-05,0.000147968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131363,4.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001448792,0.000157547,0.000593628,0,0.002913955,0.000120392,0.000705957,0.000540544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380697,0,0,0,0,0,3.17E-05,0,0,0,0,0,0,0,0,0,0.008023458,0,0,0,0,0.002126741,0.001278021,0.003131431,0.002039824,0,0,0,0,0,0,0
Campylobacter.curvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49E-05,0,9.10E-05,0.000328097,0,0,0,4.58E-06,0,0,0,0,0,0,0,0,0,0,0,8.40E-07,6.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127945,0,0,0,0,0,0,0,9.85E-05,0,0.000188891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002250217,0,0,0.001142246,0.000651341,0,0,0.000836627,0.000988011,0,0,0,0,0,0,0,0,0,0,4.58E-05,3.86E-05,4.20E-05,0.00031482,0.001422264,0.000281765,6.63E-05,4.46E-05,0,0,0,0,0,0,0,0,0,0,0.000527771,0.000110663,0.001284503,5.70E-05,0,0.000514774,5.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000575222,4.66E-06,0,0,0,2.43E-05,0,0,0,0,0,7.16E-05,0.000599702,0.000369574,0,0.000427551,0.001328835,0,0,0.001066614,0,0,0,0,0,0,0,0
Ligilactobacillus.salivarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.82E-06,0.000424544,0.000247321,6.47E-06,0.000267435,0.000108,0.000126418,0.000216855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99E-05,0,0,0,0,0.002162358,0,0,1.01E-05,0,0.000199652,0.000265518,0.000529496,0.000878364,0.001433456,0,0.000168723,0,0,3.53E-05,9.76E-05,0,0.000324567,0,3.24E-05,0.000130895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302318,2.28E-05,1.97E-05,2.71E-05,0.001627276,0.000263255,2.58E-05,1.08E-05,0,0,0,0,0,0,0,0,0,0,0.000524112,0,0,0,0.000705957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226139,2.17E-05,0,0,0,1.68E-05,4.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001828981,0,0,0
Fusobacterium.canifelinum,0,0.000769057,0,0,0,0,0,2.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000508447,0,0,0,0,0,0,0.003361802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000609884,0,0.000660423,0,0,0,0,0,0,0,3.69E-05,0,0.00089917,0.000634367,0,0,0,0.000164326,0,0,0,0,0,0,0,0,0,0,0,0.001711929,0,0,0,0.005798341,0,0.005023406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013178836,0.000486451,0.002249154,0,0.011137233,0.001146821,0.004677721,0.008618567,0,0.000326221,0.000314896,0.001646775,0.000780625,0.000496889,0.000949575,0,0.137567802,0.086267553,0.048803013,0.120147197,0.206631343,0.041166361,0.134386511,0.301944113,0,0,0,0,0,0,0,0,0,0.000340423,0,0,0,0,0,0.000364163,0,0,0,0,0,0.001751203,0,0,0,0,0,0,0,0,0,0
Leptotrichia.hongkongensis,0.005313678,0.000830231,0.000159745,7.13E-05,0,0.000121251,4.58E-05,1.94E-05,0,0,0,0,0,0,6.09E-05,0,8.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001869391,0.001057215,0.000107367,0.002046029,0,0,8.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000383948,0,0,0,0,0,0,0,0.000624584,9.80E-05,0,0,0.016032624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62E-05,8.50E-05,0,0.000284381,4.61E-05,2.78E-05,4.28E-05,0.000772286,0.000387169,7.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82E-05,0,0,0.000372236,0.000182263,0,0,0,0,0,0,0,0,0,0,0,0,0.000254085,0,0,0,0,0,0,0.000563073,5.30E-05,0,0.001093082,0.000973476,0,0.003738068,0.0004537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides.heparinolyticus,0,0,0,0,0,0,2.80E-05,0,0,0,0,0,0,0,0,0,0.00079208,0.024783049,0.013016834,0.000765068,0.000433734,0,0.00218346,0.000655142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002246998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002821484,0,0,0,0.000804751,0,0,0,0,0,0,0,0,0.001447497,0,0,0,0,0.000282394,0,0,0.003888628,0.000414248,0,0,0.002010805,0.001355031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001494852,0,0,0,0.002095768,5.70E-05,0,0,0.000539292,0.000499551,0.000411293,0.002017808,0.002996398,0.001663249,0.000860398,0.00013588,0.002141897,0.000763802,0.000431627,0.001577713,0.002060304,0.000319634,0.000888341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001223915,0,0,0,0.003118485,0,0,0,0,0,0,0,0,0,0,0
uncultured.phage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000690631,0,0,0,0,0,0,0,0,0,0.000100436,0.000555305,0.001339314,3.28E-05,0.001335096,0.000164657,3.05E-05,2.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004651899,4.12E-05,0,0.000150887,0.012324195,0.000123354,0.002195666,0.000273646,0.000108523,6.40E-05,0.000108069,0.00020589,0.000103804,3.81E-05,0,7.07E-05,0,0,0,0,0,0,0,0,0.000253968,0,0,0,0.000774065,0,0,0,0.001970376,3.95E-05,0.000652109,0.000372853,0.00196685,0.000697865,0.001054067,0,0.002219796,0,0,0,0.005462197,0.000493387,0,0,0,0,0,0,0,0,0,0
Aggregatibacter.actinomycetemcomitans,0,0,0.000236441,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60E-05,0.000521918,0,0,0,5.97E-05,0,0,0,0,0.001175815,0,0,0,0,0,0,0,4.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03E-05,0.00025287,2.23E-05,0.000722423,0,0.000220152,0.000497774,0.005117614,0,0.030112764,0.013716562,0,0,0,0,0,0.000814653,0,0,0,0,0,0.00061146,0,6.53E-05,2.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002226736,0,0,0,0,0,0.00022581,0.000336307,0.000351702,0.000804937,0,0,0.000293969,0.000238897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97E-05,0,0,0,0,0,0,0,0,0,0.010097643,0.003046662,0.000414999,0.000996309,0.012780885,0.008089796,0.001911281,0.002539134,0,0,0,0,0,0,0,0
Corynebacterium.vitaeruminis,0,0.000313234,0,5.47E-05,1.86E-05,0,0,1.34E-05,0,0,0,0,0,0,0,0,0,0,4.31E-05,3.25E-05,0.000662504,5.94E-05,3.09E-05,1.40E-05,0,0,0,0,0,0,0,0,2.13E-05,0.000398665,0,0,0,0.00012259,0,0.000228612,6.13E-05,0.00066069,0.000901387,4.34E-05,0.00092498,0.00039432,3.38E-05,2.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001549469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155725,0,0,0,0,0,4.55E-05,0,0,0,0,0,0,0,0,0,0.002677816,0,0,0.000246288,0.00386035,0,0.001217159,0,0.000148329,0.000170144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20E-05,0,0,1.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000344222,0,0,0,0,0,0,0,0,0
Pseudoleptotrichia.goodfellowii,0,0.000134316,4.25E-05,1.96E-05,7.08E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61E-05,0,1.40E-05,2.96E-06,0,0,3.30E-05,0.000102312,0,0,0,0,0,0,0,0,0,0.000467281,0,0,0.001730672,0.000165221,0,0,0.000332643,0,3.26E-05,0,7.44E-05,0,0.001257287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001474533,0,0,0,0.00139858,0.000245516,0,0,0,0,0,0,0,0,9.24E-06,0,0.00044115,0.000131617,0.000424458,0.000345766,0.001054091,0,0,0.000114967,0.001032729,0.000134999,0,0.001390237,0.001194811,0.000683513,0,0,0,0,0,0,0,0,0,0
Lactococcus.cremoris,0.00083348,0,0,0,6.74E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000375134,0.000314873,0.000197917,0,0.000436833,0.000481766,0.000268738,0.000930162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58E-05,0.000419732,0,0,0,0,0.003911613,0.000145203,0.000869861,0.000236228,0.002555484,0.000381202,0.001388996,0.001639952,0,0,0,0,0,0,0,0,0,0,0,0.001489468,0,0.000251178,0.000791987,0.001546414,0.000314267,4.27E-05,0,0,0.001312359,0,0,0,0.000241223,3.32E-05,0.000454567,0.000315491,0.001142033,0,0,9.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinomyces.gaoshouyii,0.000995751,9.83E-05,4.36E-05,3.56E-05,2.24E-05,7.01E-05,3.85E-05,4.54E-06,0,0,9.69E-06,0,0,0,2.73E-05,0,0,0,0,1.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26E-05,1.44E-06,0,0,0,6.16E-05,0,0,0,4.98E-05,0,0,1.70E-05,1.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159631,0,0,0,6.86E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28E-05,3.83E-05,1.96E-05,0,0.000275318,0,2.33E-05,0,0,0,0,0,0,0,0,0,0.000946321,0,0,0,0.001273686,0,0,0,5.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0.000774065,7.17E-06,0,0,0,4.02E-05,0,0,0,0,0,0,0,0,0,0,0,0.000434344,0.000170531,0,0,0,0,0,0,0,0,0
Berryella.intestinalis,0,0,0,0,2.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41E-05,0,0,0,0,0.003166211,0.000545162,0.001821175,0.001084612,0.00235407,0.000232867,0,8.06E-05,0,0,0,0,0,0,0.000165652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036647,0,0,0,0,0,0,0,0.002789831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006091333,0.000138508,0,0.000151272,0.006907974,0.000107259,0.00300949,0.000423968,0,0,0,0,0.000360288,0.000151986,0.000235265,0,0.004650449,0.003136351,0.002012326,0.009496147,0.008060212,0.001245945,0.006254109,0.005788493,0,0,0,0,0.001141923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus.pittmaniae,0,0,3.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001393079,0.000192403,0.00013412,0.000164386,0.001497643,0.00018715,0.00033717,0,0.000866523,0,0,0,0,0,6.47E-05,0,0,0,3.15E-05,8.57E-05,0,0.000208035,0,4.92E-05,0.000111251,0,0,0,0,0,0,0,0,0.019795833,0.000780596,0.000687919,0.000386824,0.008290607,0.00064055,0.003357,0.038761812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000473805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42E-06,0,0,0,0,0.000374447,0,0,0,0,0.001496804,0,6.82E-05,0.000164331,0.003201295,0,0,0,0,0,0,0,0,0,0,0
Rothia.nasimurium,0,0,0,0,0,0,0,0,0.00048932,0,2.41E-05,7.28E-05,0,6.91E-05,0,2.59E-06,0,0,0,0,0,0,0,0,0,0.003196369,0.003241787,0.000610071,2.06E-05,0.005641569,0.000741183,0.000537143,2.09E-05,0.000454171,0,3.91E-06,0,0.00018559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000308188,5.11E-05,4.82E-05,7.64E-05,0.000693659,0,0.000116321,1.83E-05,0,0,0,0,0,0,0,0,0,0,0,0.000318648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000670982,0.000338227,0.000159914,0.000120944,0.0024415,4.88E-05,0,0.000422253,0,0,0.001367857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinomyces.succiniciruminis,0.001905517,0.000289775,0.000123591,5.71E-05,3.20E-05,0.000185397,7.58E-05,2.25E-05,0,0,0,0,0,0,8.50E-05,0,0,0,0,3.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.28E-05,0,2.29E-05,2.07E-06,0,0,0,0.000110589,0,0,0,6.88E-05,0,0,4.77E-05,2.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000350747,8.55E-05,9.65E-05,0,0.000728605,0,8.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005106128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107376,0,0,3.56E-05,0.002296231,2.10E-05,0,0,0,0.000102589,0,0,0,0,0,0,0,0,0,0,0,0.000660727,0.000443415,0,0,0,0,0,0,0,0,0
Treponema.brennaborense,0,0.000125104,0,2.90E-05,5.81E-06,0,0,5.45E-06,0,0,0,0,0,0,0,0,0,0,3.82E-05,0,0,0,0,0,0,0,0,0.000192985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43E-05,0,0,0,0.002136332,0,0,0.000170961,0.000959127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42E-05,0,0,0,9.43E-05,0,0,0,0,0,0,0,0,0,0,0,0.000240424,0,0,0,0.000552853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000808141,8.47E-05,0,0,0.001362925,0.000243411,0.000617859,0.00075492,0,0,0,0,0.000196746,7.53E-05,5.35E-05,0,0.002366111,0.00304262,0.000961567,0.006053364,0.005028154,0.000527612,0.004183828,0.006564515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnobacterium.divergens,0,0,0.000112245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000532913,0,0,0,0,0,0,0,0,0,0.000841346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003919838,0,0,0,0.004256235,0,0,0,0,0,0,0.003505387,0,0,0,0.00279533,0,0,0,0.004485848,0,0.000555635,0,0.002334208,0.000283652,0,0,0,0.000855414,0,0,0,0,7.89E-05,0,0,0,0,5.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000890581,9.57E-05,0,0.000773341,0,0,0,0,0,0,0,0,0.001903302,0.000441765,0.00027814,0,0,0,0.000483694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65E-05,0,0,0,0,0,0.001765473,0,0,0,0.001956696,0,0,0,0.004361003,0,0,0.003852433,0,0,0,0,0.003982616,0.000777064,0.000466844,0
