species,rhythmic_p,mesor,amplitude,phase_radians,peak_time_hours,people
Capnocytophaga.gingivalis,0.162966967,0.001905221,0.001531493,0.852870171,3.257724086,P18
Fusobacterium.nucleatum,0.211653894,0.002870341,0.001987836,1.026002123,3.919039427,P18
Streptococcus.koreensis,0.046028962,0.078678304,0.06785561,1.423888119,5.438851983,P18
Streptococcus.sp..A12,0.019756698,0.017335484,0.016914505,1.42187781,5.431173167,P18
Mogibacterium.diversum,0.062399804,0.014662466,0.019354855,1.370114153,5.23345056,P18
Lautropia.mirabilis,0.250516027,0.053454787,0.04369556,0.002844999,0.010867096,P18
Pauljensenia.hongkongensis,0.069500809,0.001271965,0.001260742,1.168590534,4.463687038,P18
Actinomyces.sp..oral.taxon.169,0.565636716,0.011801932,0.002765873,0.356862066,1.363112682,P18
Streptococcus.sp..I.G2,0.017724147,0.061040658,0.057236918,1.440279143,5.50146108,P18
Streptococcus.lactarius,0.048575095,0.011669395,0.009595657,1.263001945,4.824312066,P18
X.Eubacterium..sulci,0.030420713,0.017304909,0.022858055,1.355265646,5.176733443,P18
Prevotella.nigrescens,0.008384779,0.030568139,0.041420231,1.388979602,5.305511268,P18
Streptococcus.sp..NPS.308,0.195010743,0.010935485,0.009856658,0.561388724,2.144346971,P18
Capnocytophaga.sputigena,0.088308951,0.00607573,0.006268365,0.757567012,2.893692831,P18
Streptococcus.sp..ZB199,0.105234801,0.002284131,0.002070138,1.179003747,4.503462581,P18
Streptococcus.vestibularis,0.307546046,0.013322284,0.006789302,0.83059397,3.172635263,P18
Actinomyces.sp..oral.taxon.171,0.075690305,0.001409348,0.001049075,0.998995094,3.815880175,P18
Neisseria.subflava,0.080529399,0.149822291,0.157689256,1.232199626,4.706655871,P18
Parvimonas.micra,0.262786327,0.002296235,0.001822365,1.052776565,4.021310264,P18
Actinomyces.viscosus,0.05497948,0.000539835,0.000409376,0.968469393,3.699280588,P18
Prevotella.intermedia,0.005159227,0.003567475,0.004748408,1.364630346,5.21250396,P18
Streptococcus.sp..VT.162,0.761485309,0.077202538,0.016058407,0.321484186,1.227979134,P18
Tannerella.sp..oral.taxon.HOT.286,0.176596819,0.000501177,0.000300751,1.354518583,5.173879874,P18
Neisseria.mucosa,0.082079757,0.057666968,0.059088227,1.244291213,4.752842331,P18
Porphyromonas.sp..oral.taxon.275,0.202361217,0.006298777,0.004299175,1.711924063,6.539068244,P18
Campylobacter.showae,0.206720127,0.001021276,0.000745934,0.063629356,0.243046236,P18
Streptococcus.sp..1643,0.24689552,0.014551141,0.011880727,0.50709937,1.936976911,P18
Prevotella.jejuni,0.036173699,0.01141334,0.015172553,1.363402455,5.207813764,P18
Selenomonas.sputigena,0.18710033,0.000360448,0.000439369,1.111526941,4.24572017,P18
Streptococcus.suis,0.46361187,0.000964798,0.00032762,1.269648439,4.8496998,P18
Neisseria.elongata,0.063354805,0.003035967,0.003359262,1.284382842,4.905981077,P18
Prevotella.oris,0.023224028,0.001153809,0.001530607,1.343759937,5.132784872,P18
Neisseria.sicca,0.03257455,0.026486321,0.027469215,1.23037233,4.699676116,P18
Arachnia.propionica,0.121478139,0.000485577,0.000383765,1.118726,4.273218548,P18
Lachnospiraceae.bacterium.oral.taxon.096,0.202296476,9.21E-05,0.000122537,1.472883959,5.626002306,P18
Cardiobacterium.hominis,0.207633431,0.000545454,0.000624649,1.230043038,4.698418312,P18
Streptococcus.mutans,0.475590838,0.001367553,0.000776959,0.450264178,1.71988247,P18
Olsenella.sp..oral.taxon.807,0.692289905,0.000134407,5.66E-05,3.885427647,14.84124039,P18
Streptococcus.equinus,0.138110392,0.003906718,0.003877608,0.844957509,3.227499941,P18
Candidatus.Saccharibacteria.bacterium.oral.taxon.488,0.042505638,0.001759022,0.002470993,1.39128936,5.314333892,P18
Mogibacterium.pumilum,0.070466145,0.000436814,0.000598477,1.398362749,5.34135225,P18
Streptococcus.sp..FDAARGOS_192,0.117043576,0.020653319,0.013405536,1.045474096,3.993416886,P18
Treponema.sp..OMZ.804,0.190166755,0.001440264,0.001074396,2.036939934,7.780537422,P18
Neisseria.flavescens,0.057028938,0.031446676,0.03192898,1.205173281,4.603422839,P18
Actinomyces.sp..oral.taxon.897,0.207935895,1.26E-14,1.53E-05,3.593516852,13.72622328,P18
Granulicatella.adiacens,0.074747134,0.001949818,0.001974906,0.853173668,3.258883358,P18
Streptococcus.constellatus,0.129621464,0.009030663,0.007960722,1.092153354,4.171718517,P18
Treponema.socranskii,0.075688343,0.00039759,0.000513843,1.522250536,5.814568739,P18
Haemophilus.influenzae,0.210875374,0.005286939,0.00367444,1.350054684,5.156829032,P18
Campylobacter.rectus,0.01516159,0.001165901,0.001302301,1.332723855,5.090630145,P18
Inoviridae.sp.,0.063652213,0.001131484,0.001206171,1.218254579,4.653389718,P18
Streptococcus.sp..oral.taxon.064,0.148189922,0.051115323,0.049428399,0.667059774,2.547980649,P18
Haemophilus.parahaemolyticus,0.69215658,0.020007911,0.014097366,4.114963268,15.71800188,P18
Aggregatibacter.aphrophilus,0.088982618,0.00057213,0.000553731,1.120691945,4.280727906,P18
Fusobacterium.pseudoperiodonticum,0.110488176,0.002875302,0.004039089,1.39128859,5.314330952,P18
Prevotella.sp..oral.taxon.299,0.021148542,0.01084118,0.014975644,1.384611409,5.288825999,P18
Selenomonas.sp..oral.taxon.126,0.201312911,0.000131602,0.000178849,1.438876084,5.496101792,P18
TM7.phylum.sp..oral.taxon.952,0.044653807,0.006107199,0.007946309,1.332131456,5.088367347,P18
Prevotella.histicola,0.055250054,0.115355493,0.154858568,1.381973859,5.278751303,P18
Prevotella.veroralis,0.017773535,0.001454468,0.001870275,1.417211235,5.413348162,P18
Tannerella.forsythia,0.054252956,0.000357093,0.000458815,1.533081336,5.855939348,P18
Leptotrichia.sp..oral.taxon.212,0.007530155,0.001521116,0.001886316,1.309775253,5.002972942,P18
Campylobacter.gracilis,0.503383569,6.41E-05,8.52E-05,3.477122726,13.28163047,P18
Schaalia.cardiffensis,0.196301162,0.000170177,0.000222601,1.2744828,4.868165701,P18
Caudovirales.sp.,0.186953783,0.00020867,0.000233201,0.814922795,3.112775787,P18
Haemophilus.haemolyticus,0.356059566,0.000712541,0.000322339,1.956157596,7.471971622,P18
Streptococcus.equi,0.181491988,0.000336536,0.000399075,1.015037779,3.877158719,P18
Streptococcus.infantis,0.010511015,0.004332118,0.005436034,1.370616842,5.235370691,P18
Porphyromonas.gingivalis,0.019965005,0.000266802,0.000309639,1.807938898,6.905817897,P18
Treponema.medium,0.009067141,0.000757031,0.000929139,1.629965183,6.226008382,P18
Campylobacter.blaseri,0.200213571,2.10E-07,2.95E-07,0.17950707,0.685666499,P18
Lachnospiraceae.bacterium.oral.taxon.500,0.200213599,9.98E-05,0.000140205,0.17950705,0.685666424,P18
Filifactor.alocis,0.133861181,0.00073973,0.000830104,1.51218842,5.776134286,P18
Treponema.sp..OMZ.838,0.01648796,0.000215356,0.000261054,1.661322071,6.345782871,P18
Prevotella.denticola,0.018673219,0.00069786,0.000952518,1.399453071,5.345516974,P18
Treponema.denticola,0.120580733,0.004217925,0.004666662,1.638487174,6.25855999,P18
Actinomyces.sp..oral.taxon.848,0.140554784,-1.20E-13,4.44E-05,4.146624029,15.83893707,P18
Neisseria.meningitidis,0.017607009,0.013908421,0.015874556,1.083885544,4.140137808,P18
Treponema.sp..OMZ.806,0.20123444,0.00133484,0.001514667,1.984610261,7.580652795,P18
Leptotrichia.wadei,0.068963751,0.001547457,0.001878184,1.353022572,5.168165532,P18
Capnocytophaga.sp..FDAARGOS_737,0.091491134,0.000946516,0.000734729,1.738194908,6.63941548,P18
Dialister.pneumosintes,0.103288963,0.00043539,0.000469031,1.500857844,5.732854676,P18
Selenomonas.sp..oral.taxon.920,0.201936544,0.000103766,0.000139034,1.460872977,5.580123731,P18
Actinomyces.radicidentis,0.207935901,1.20E-13,3.06E-05,3.593517637,13.72622628,P18
Corynebacterium.matruchotii,0.248452854,5.71E-05,5.97E-05,6.072253018,23.19429801,P18
Selenomonas.sp..oral.taxon.136,0.081063872,0.000902238,0.00106796,1.393642778,5.323323289,P18
Capnocytophaga.endodontalis,0.200213708,0.000470337,0.000660707,0.179506873,0.685665748,P18
Prevotella.scopos,0.012789107,0.018424497,0.024154333,1.357905741,5.186817861,P18
Streptococcus.milleri,0.200573661,0.002296324,0.003180005,1.411241903,5.390546992,P18
Arachnia.rubra,0.190108946,0.003439464,0.003126514,0.65363318,2.496694838,P18
Selenomonas.sp..oral.taxon.478,0.200214552,0.000271968,0.000382048,1.391288398,5.31433022,P18
Capnocytophaga.leadbetteri,0.124419111,0.00092526,0.00065519,1.835036157,7.009321803,P18
Aggregatibacter.segnis,0.207935896,1.41E-14,2.09E-05,3.593517632,13.72622626,P18
Actinomyces.sp..ZJ750,0.346098723,-2.51E-13,1.44E-05,3.593519895,13.72623491,P18
Actinomyces.howellii,0.207935895,-2.13E-14,2.47E-05,3.593517648,13.72622632,P18
Kingella.denitrificans,0.080788826,0.005702087,0.006040773,1.23763064,4.727400817,P18
Staphylococcus.aureus,0.200213581,0.000131702,0.000185009,0.179507047,0.685666411,P18
Actinomyces.slackii,0.207936019,8.86E-15,1.45E-05,3.593518977,13.7262314,P18
Actinomyces.sp..ZJ34,0.20793589,-1.87E-14,9.62E-06,3.593517645,13.72622631,P18
Propionibacterium.acidifaciens,0.311735806,0.000401313,0.000294955,0.855502084,3.267777252,P18
Veillonella.rodentium,0.0639917,0.000598206,0.000732878,1.396688357,5.334956545,P18
Prevotella.sp..oral.taxon.475,0.060783881,0.001356862,0.001516278,1.483284487,5.665729396,P18
Aggregatibacter.sp..oral.taxon.513,0.53575399,4.45E-14,1.18E-05,3.593513706,13.72621127,P18
Haemophilus.sp..oral.taxon.036,0.256291003,0.001695928,0.000827575,2.059881462,7.868167603,P18
bacterium,0.051295657,0.000760393,0.000946916,1.286908347,4.915627794,P18
Treponema.putidum,0.206267309,9.83E-05,0.000113312,1.842024701,7.036016076,P18
Ottowia.sp..oral.taxon.894,0.200213019,6.63E-05,9.31E-05,1.391294442,5.314353307,P18
Actinomyces.procaprae,0.207935976,-7.69E-14,2.23E-05,3.593517317,13.72622506,P18
Prevotella.fusca,0.037322978,0.000350223,0.000491977,1.391289284,5.314333604,P18
Mycoplasma.salivarium,0.374621548,0.000188428,0.00013507,2.206159917,8.426910145,P18
Abiotrophia.defectiva,0.200213599,0.000142525,0.000200212,1.391291882,5.314343526,P18
Kingella.oralis,0.088010129,0.000294075,0.000298288,1.541748524,5.889045567,P18
Enterococcus.cecorum,0.253449114,0.000384343,0.000384477,1.029769703,3.933430525,P18
Neisseria.cinerea,0.200214664,0.000824826,0.001158676,1.391287504,5.314326805,P18
Neisseria.gonorrhoeae,0.200213574,0.0028495,0.004002846,1.39128931,5.314333704,P18
Leptotrichia.trevisanii,0.194409603,0.000201553,0.000258604,1.236514369,4.723136977,P18
Prevotella.multiformis,0.024521874,0.00130599,0.001738849,1.406705605,5.373219611,P18
Cutibacterium.acnes,0.03105315,5.66E-14,0.000207229,4.141651461,15.81994326,P18
Actinomyces.sp..432,0.304477777,2.57E-13,1.20E-05,3.593514575,13.72621458,P18
Candidatus.Saccharibacteria.bacterium.oral.taxon.957,0.200213582,0.000246964,0.000346924,1.391289278,5.314333582,P18
Peptostreptococcus.anaerobius,0.20021354,0.000146225,0.000205409,1.391289401,5.314334049,P18
Porphyromonas.asaccharolytica,0.202793503,0.000100796,0.000120812,2.352772883,8.986930424,P18
Bergeyella.cardium,0.200213539,0.000106544,0.000149668,0.179507184,0.685666936,P18
Lactococcus.lactis,0.102163931,0.001954754,0.00155871,1.110944612,4.243495837,P18
Streptococcus.dysgalactiae,0.422480788,0.003386977,0.004582573,3.514655485,13.42499505,P18
Dolosigranulum.pigrum,0.95415331,0.000770189,2.50E-05,2.966549653,11.33138499,P18
Enterococcus.faecalis,0.011597439,0.000786532,0.000986434,1.186325833,4.531430891,P18
Abiotrophia.para.adiacens,0.234433187,0.000147754,0.000154168,1.040189968,3.973233005,P18
Corynebacterium.aquilae,0.200213543,8.81E-05,0.00012371,0.179507203,0.685667009,P18
Peptacetobacter.hiranonis,0.200213815,0.000169832,0.000238572,1.391288989,5.314332476,P18
Streptococcus.pyogenes,0.857104158,0.002389395,0.00033952,4.714352082,18.0074985,P18
Leptotrichia.hongkongensis,0.078256704,-6.55E-15,4.37E-05,3.970035063,15.16441691,P18
Aggregatibacter.actinomycetemcomitans,0.809644276,0.000152865,7.15E-05,4.535047155,17.32260412,P18
Pseudoleptotrichia.goodfellowii,0.535754453,-4.53E-14,1.40E-05,3.593515949,13.72621983,P18
Haemophilus.pittmaniae,0.141208122,0.016808769,0.018001969,0.647485382,2.47321198,P18
Carnobacterium.divergens,0.196902378,0.00041598,0.000453909,0.858203816,3.27809711,P18
Mannheimia.granulomatis,0.346098169,-4.72E-11,0.000160141,3.593514741,13.72621522,P18
Carnobacterium.maltaromaticum,0.200213601,0.000175645,0.000246739,1.391289242,5.314333445,P18
Microviridae.sp.,0.021271477,0.000283316,0.000397989,1.391289279,5.314333584,P18
Mobiluncus.curtisii,0.20793593,1.23E-14,1.87E-05,3.593515185,13.72621691,P18
Streptococcus.satellite.phage.Javan379,0.238679598,0.000140806,0.000168515,1.291321607,4.932485204,P18
Streptococcus.satellite.phage.Javan323,0.076131032,-7.01E-15,0.000169061,3.907568257,14.92581129,P18
Leptotrichia.hofstadii,0.20021435,0.00025079,0.000352298,0.17950814,0.685670586,P18
Haemophilus.parainfluenzae,0.08403663,0.028076985,0.036641333,1.437040492,5.489090345,P19
Actinomyces.naeslundii,0.047176207,0.028599099,0.030506567,1.642147211,6.272540304,P19
Actinomyces.pacaensis,0.068642397,0.00305444,0.003191522,1.486490909,5.677977023,P19
Actinomyces.sp..oral.taxon.414,0.167607574,0.005330252,0.006111075,1.545417796,5.903061154,P19
Schaalia.meyeri,0.155563167,0.005706061,0.006041195,1.533162438,5.856249133,P19
Schaalia.odontolytica,0.14636842,0.086261597,0.089287015,1.512113583,5.77584843,P19
Rothia.dentocariosa,0.024088038,0.033442369,0.036701451,1.764060531,6.738214882,P19
Rothia.mucilaginosa,0.054604626,0.078231301,0.077625893,1.535070094,5.863535844,P19
Gemella.morbillorum,0.197679768,0.002080123,0.001552434,1.620249473,6.188897103,P19
Streptococcus.cristatus,0.043970753,0.005121235,0.004837357,1.998770332,7.634740283,P19
Streptococcus.gordonii,0.009530167,0.004044902,0.004585898,1.564196745,5.974791453,P19
Streptococcus.mitis,0.262735412,0.192412565,0.135982854,1.63311699,6.238047399,P19
Streptococcus.oralis,0.040822478,0.06026747,0.061295417,1.531789244,5.851003921,P19
Streptococcus.salivarius,0.123372645,0.150503768,0.156440286,1.652423068,6.311791183,P19
Veillonella.nakazawae,0.099048968,0.002837353,0.003229961,1.482967933,5.664520248,P19
Veillonella.atypica,0.200420668,0.019469443,0.021584217,1.506857271,5.755770798,P19
Veillonella.parvula,0.012664977,0.009581367,0.011842538,1.464236094,5.592969892,P19
Myoviridae.sp.,0.099661759,0.001939786,0.001876346,1.676197404,6.402602458,P19
Siphoviridae.sp.,0.08015722,0.015360462,0.01471493,1.593223608,6.085665904,P19
Prevotella.melaninogenica,0.072616605,0.006592048,0.008300994,1.372961819,5.244327843,P19
Gemella.haemolysans,0.062216431,0.013456287,0.011806186,1.670998965,6.382745885,P19
Streptococcus.pneumoniae,0.248194073,0.033421679,0.024036904,1.670716819,6.381668166,P19
Streptococcus.thermophilus,0.10999049,0.002566492,0.002579325,1.79996754,6.875369553,P19
Podoviridae.sp.,0.148383316,0.001191307,0.001268491,1.577662752,6.026227813,P19
Streptococcus.sp..oral.taxon.061,0.059347489,0.01521955,0.018426402,1.467122312,5.603994435,P19
Campylobacter.concisus,0.196042592,0.005930084,0.00537109,2.001587828,7.645502326,P19
Gemella.sanguinis,0.013989526,0.001308142,0.001468712,1.496661483,5.716825757,P19
Streptococcus.sp..LPB0220,0.05834206,0.008706411,0.009462864,1.500794935,5.732614381,P19
Streptococcus.sp..oral.taxon.431,0.089338394,0.012258027,0.012083409,1.536077229,5.867382816,P19
Lachnoanaerobaculum.umeaense,0.17775379,0.000821327,0.000721372,1.525320015,5.826293286,P19
Veillonella.dispar,0.097853458,0.011558387,0.01309974,1.478203065,5.646319794,P19
Bacteriophage.sp.,0.080050422,0.000966644,0.00107925,1.556666468,5.946027916,P19
Streptococcus.anginosus,0.212241289,0.008066216,0.006583511,1.567083842,5.985819351,P19
Streptococcus.gwangjuense,0.168033662,0.007531868,0.005977549,1.547697282,5.91176815,P19
Streptococcus.parasanguinis,0.075487605,0.002599271,0.00264011,1.505468701,5.75046685,P19
Streptococcus.sanguinis,0.117373857,0.033714317,0.03441649,2.263014908,8.644080213,P19
Streptococcus.pseudopneumoniae,0.409704815,0.01734585,0.00999758,1.448061137,5.531186108,P19
Actinomyces.oris,0.044889578,0.030424345,0.031984091,1.674790466,6.397228352,P19
Rothia.aeria,0.074389044,0.01501861,0.015299703,1.968137896,7.517732996,P19
Streptococcus.australis,0.039283102,0.015142587,0.015217083,1.596261518,6.097269864,P19
Lancefieldella.parvula,0.101616378,0.005622178,0.005859617,1.518485437,5.800187118,P19
Streptococcus.intermedius,0.016224348,0.000936417,0.000979842,1.587711564,6.064611448,P19
Streptococcus.sp..116.D4,0.261222967,0.003343759,0.002350603,1.501939822,5.736987524,P19
Streptococcus.sp..I.P16,0.042751581,0.004078969,0.004333681,1.54555662,5.903591421,P19
Capnocytophaga.gingivalis,0.106780287,0.000556593,0.000379195,1.875006268,7.161996381,P19
Fusobacterium.nucleatum,0.113172416,0.002321225,0.002564512,1.440404658,5.501940513,P19
Streptococcus.koreensis,0.038480022,0.003762013,0.003891405,1.561758181,5.965476825,P19
Streptococcus.sp..A12,0.035167482,0.000801852,0.00082596,1.7757667,6.782929153,P19
Mogibacterium.diversum,0.11378946,0.000755031,0.00077504,1.435984548,5.485056938,P19
Lautropia.mirabilis,0.140854159,0.00926854,0.008528909,2.191822878,8.372146689,P19
Pauljensenia.hongkongensis,0.118141013,0.00179764,0.001842478,1.593928655,6.088358985,P19
Actinomyces.sp..oral.taxon.169,0.039792746,0.01573238,0.016115534,1.759742739,6.721722133,P19
Streptococcus.sp..I.G2,0.025364523,0.002289743,0.002400139,1.785080006,6.818503361,P19
Streptococcus.lactarius,0.061964586,0.002618032,0.002785331,1.537679693,5.873503776,P19
X.Eubacterium..sulci,0.107747446,0.000491568,0.000542771,1.381576836,5.277234784,P19
Prevotella.nigrescens,0.164581379,0.002409565,0.003040697,1.328534759,5.074628976,P19
Streptococcus.sp..NPS.308,0.046036565,0.001478875,0.001487802,1.743453068,6.659500171,P19
Capnocytophaga.sputigena,0.043906864,0.001925291,0.001518805,2.126000868,8.120725133,P19
Streptococcus.sp..ZB199,0.081574523,0.000363597,0.000394159,1.524179526,5.821936939,P19
Streptococcus.vestibularis,0.079310143,0.029567529,0.033353373,1.670716871,6.381668365,P19
Actinomyces.sp..oral.taxon.171,0.049194037,0.004843129,0.005503013,1.54590808,5.904933901,P19
Neisseria.subflava,0.01572309,0.007969361,0.009225123,1.593028082,6.084919051,P19
Parvimonas.micra,0.112921122,0.003300115,0.003015666,1.661315057,6.345756082,P19
Actinomyces.viscosus,0.1001949,0.001709491,0.001841423,1.605595821,6.132924276,P19
Prevotella.intermedia,0.153654269,0.000684356,0.000687467,1.379483521,5.269238909,P19
Streptococcus.sp..VT.162,0.061119005,0.005740619,0.006041303,1.642915168,6.27547368,P19
Tannerella.sp..oral.taxon.HOT.286,0.14420643,0.000382516,0.000350651,1.813286425,6.926243948,P19
Neisseria.mucosa,0.030078592,0.005654146,0.006124436,1.674361931,6.39559147,P19
Porphyromonas.sp..oral.taxon.275,0.071804295,0.000547988,0.000645197,1.400179909,5.348293291,P19
Campylobacter.showae,0.261641187,0.000519754,0.000604876,2.685716769,10.25868239,P19
Streptococcus.sp..1643,0.076151804,0.003005039,0.002797944,1.65492682,6.321354811,P19
